algorithm,makespan,energy,cost,reliability,load_balance,bentuk_dag
HEFT,561.9199999999998,319063.84252206713,0.0618838888888888,0.8874183161581473,117.36766480198632,dag_1031_n60_ccr0.5_p8_shape0.8
GA,599.4599999999999,313683.9492710106,0.0890047222222222,0.8847572193740744,36.954834958171766,dag_1031_n60_ccr0.5_p8_shape0.8
HEFT,468.1,283703.92516556295,0.0623547222222222,0.8948761054091547,63.3522982867574,dag_1032_n60_ccr0.5_p8_shape1
GA,435.62,272857.80232771684,0.0758930555555555,0.8972043750594015,29.5465325195457,dag_1032_n60_ccr0.5_p8_shape1
HEFT,472.74000000000007,292842.91316579946,0.0643352777777778,0.8929131136355072,80.84243818997545,dag_1033_n60_ccr0.5_p8_shape2
GA,482.0,289243.7308506224,0.0761863888888888,0.8922518885489372,53.65781009255383,dag_1033_n60_ccr0.5_p8_shape2
HEFT,450.96,280023.3985275856,0.0546680555555555,0.9003518928677784,105.921506517124,dag_1034_n60_ccr0.5_p8_shape4
GA,507.8,281075.5539188656,0.0846572222222222,0.8962671069482303,59.833137020503,dag_1034_n60_ccr0.5_p8_shape4
HEFT,368.17,375015.79012412747,0.0616516666666666,0.8790783938556088,83.68128201445849,dag_1035_n60_ccr0.5_p16_shape0.5
GA,367.43000000000006,351798.54108265525,0.0888644444444444,0.879182482899391,37.69248501027758,dag_1035_n60_ccr0.5_p16_shape0.5
HEFT,322.39,336059.39982629736,0.0515413888888888,0.8888983428559487,73.39484752294717,dag_1036_n60_ccr0.5_p16_shape0.8
GA,345.2,334083.0751158749,0.0758355555555555,0.8856601321450666,43.82777478855922,dag_1036_n60_ccr0.5_p16_shape0.8
HEFT,529.6200000000001,504892.9422982516,0.0671630555555555,0.8533198765235043,120.22560686753332,dag_1037_n60_ccr0.5_p16_shape1
GA,497.42,452503.6388162921,0.1140263888888888,0.8577275248801353,62.29395444182365,dag_1037_n60_ccr0.5_p16_shape1
HEFT,519.72,508656.42774955736,0.0636352777777777,0.855515729068074,135.43733534830784,dag_1038_n60_ccr0.5_p16_shape2
GA,555.72,491489.6271683581,0.1057786111111111,0.8506021232385608,59.51992769582864,dag_1038_n60_ccr0.5_p16_shape2
HEFT,344.62,372805.9171551274,0.0613694444444444,0.8798192414958077,92.03924307734177,dag_1039_n60_ccr0.5_p16_shape4
GA,376.56,362540.959395581,0.0921227777777777,0.8753344824607505,39.338620034897,dag_1039_n60_ccr0.5_p16_shape4
HEFT,238.38,66013.14380401041,0.0089108333333333,0.9780907713626108,79.23905813002406,dag_103_n10_ccr2_p4_shape2
GA,238.38,66013.1438040104,0.0089108333333333,0.9780907713626108,79.23905813002406,dag_103_n10_ccr2_p4_shape2
HEFT,491.45,865900.8936616136,0.0626636111111111,0.7942733559258709,96.19148112503636,dag_1040_n60_ccr0.5_p32_shape0.5
GA,512.4499999999999,851147.8725143917,0.0941769444444444,0.7889537329261184,42.41262862444012,dag_1040_n60_ccr0.5_p32_shape0.5
HEFT,445.36,785300.70767469,0.0655991666666666,0.8084539167850676,85.73497935251756,dag_1041_n60_ccr0.5_p32_shape0.8
GA,417.89,713853.907798703,0.0902455555555555,0.8155918768943181,54.769190427287526,dag_1041_n60_ccr0.5_p32_shape0.8
HEFT,334.5,633877.6071449926,0.0637166666666666,0.8353687791115987,85.46733462913694,dag_1042_n60_ccr0.5_p32_shape1
GA,361.5,626294.582987552,0.0927641666666666,0.8281822832279894,47.351447008197766,dag_1042_n60_ccr0.5_p32_shape1
HEFT,476.2600000000001,845127.0381934238,0.0571858333333333,0.7995335370965289,97.79307806197062,dag_1043_n60_ccr0.5_p32_shape2
GA,514.56,857218.4435439988,0.0962722222222222,0.7897942582772195,49.25076211032252,dag_1043_n60_ccr0.5_p32_shape2
HEFT,453.92,802897.6104379627,0.0593383333333333,0.8081700376215918,91.26820943310436,dag_1044_n60_ccr0.5_p32_shape4
GA,489.92,814689.9354792619,0.1004719444444444,0.7989133397394389,44.50107872809051,dag_1044_n60_ccr0.5_p32_shape4
HEFT,385.99,1319577.3942330112,0.0607561111111111,0.7253646391594106,65.73962804229187,dag_1045_n60_ccr0.5_p64_shape0.5
GA,397.87,1303069.191394174,0.0810633333333333,0.7198704598744889,32.20948494676241,dag_1045_n60_ccr0.5_p64_shape0.5
HEFT,544.4499999999999,1820036.2922949763,0.0640627777777777,0.6630521727246073,78.22145610976912,dag_1046_n60_ccr0.5_p64_shape0.8
GA,581.45,1878279.5860349124,0.0720388888888888,0.6475355392772525,31.990827044328796,dag_1046_n60_ccr0.5_p64_shape0.8
HEFT,464.48,1573231.1734197382,0.0635488888888889,0.6915390901320002,74.91697201838693,dag_1047_n60_ccr0.5_p64_shape1
GA,487.51,1581344.740805317,0.086175,0.6814211058437034,29.24495915685829,dag_1047_n60_ccr0.5_p64_shape1
HEFT,390.9500000000001,1334688.67225988,0.0659608333333333,0.7245776105835448,66.24365405965014,dag_1048_n60_ccr0.5_p64_shape2
GA,378.2600000000001,1242233.1404853803,0.0768419444444444,0.7304863016400428,33.2676679637457,dag_1048_n60_ccr0.5_p64_shape2
HEFT,378.15,1286653.9912468598,0.068115,0.7268991004556625,60.6495166053228,dag_1049_n60_ccr0.5_p64_shape4
GA,379.5100000000001,1248725.573687123,0.0820247222222222,0.7262666827467391,33.881192296662945,dag_1049_n60_ccr0.5_p64_shape4
HEFT,165.40000000000003,50871.189056831936,0.0065841666666666,0.984031667528564,71.60265701541158,dag_104_n10_ccr2_p4_shape4
GA,165.40000000000003,51646.29365175333,0.0065841666666666,0.984031667528564,74.52705207954135,dag_104_n10_ccr2_p4_shape4
HEFT,588.1999999999999,245069.2837980279,0.0615122222222222,0.9114446598330166,21.53984892395182,dag_1050_n60_ccr0.8_p4_shape0.5
GA,541.0,250432.24645101663,0.05459,0.9131670928158764,84.31943483958295,dag_1050_n60_ccr0.8_p4_shape0.5
HEFT,675.1599999999999,235626.6564666153,0.0627858333333333,0.9115580506014594,47.97942684109512,dag_1051_n60_ccr0.8_p4_shape0.8
GA,577.93,235570.62793071824,0.0593613888888888,0.9151101851753228,83.9808585333586,dag_1051_n60_ccr0.8_p4_shape0.8
HEFT,742.8800000000001,256779.3156095197,0.0749997222222222,0.9036380372898304,29.12714312572843,dag_1052_n60_ccr0.8_p4_shape1
GA,564.7200000000001,255555.39435472447,0.0542352777777777,0.9101007238927604,36.87567671695442,dag_1052_n60_ccr0.8_p4_shape1
HEFT,619.2300000000001,241952.49327390472,0.060495,0.911208808475534,37.84258040444215,dag_1053_n60_ccr0.8_p4_shape2
GA,529.9900000000001,244238.9252816091,0.0538025,0.9144672716834455,43.23742312318503,dag_1053_n60_ccr0.8_p4_shape2
HEFT,794.95,280127.1854456255,0.0731672222222222,0.896288617616924,81.1988330683802,dag_1054_n60_ccr0.8_p4_shape4
GA,655.09,277648.1928437314,0.0620555555555555,0.9013168665630564,76.06888561253761,dag_1054_n60_ccr0.8_p4_shape4
HEFT,588.33,314822.62871177745,0.0712608333333333,0.8857168162073945,72.18671018120799,dag_1055_n60_ccr0.8_p8_shape0.5
GA,511.30000000000007,291346.12476041465,0.0790211111111111,0.8911918097395206,42.680219385398125,dag_1055_n60_ccr0.8_p8_shape0.5
HEFT,470.26,275179.44307404413,0.0636833333333333,0.897791338636859,59.17643449887803,dag_1056_n60_ccr0.8_p8_shape0.8
GA,436.5100000000001,267205.3067283682,0.0719083333333333,0.9002186506478015,52.43490958185342,dag_1056_n60_ccr0.8_p8_shape0.8
HEFT,531.86,301123.9890760727,0.0654177777777778,0.8909458747406235,88.3255195185077,dag_1057_n60_ccr0.8_p8_shape1
GA,515.28,289271.0052204626,0.0894858333333333,0.892128409432514,43.18348557939381,dag_1057_n60_ccr0.8_p8_shape1
HEFT,462.7900000000001,279987.9376607101,0.0601205555555555,0.8985404089321769,89.9828100944842,dag_1058_n60_ccr0.8_p8_shape2
GA,474.3900000000001,273095.6709247666,0.083385,0.897706950217345,43.05406466210329,dag_1058_n60_ccr0.8_p8_shape2
HEFT,490.3,282719.9190291658,0.0682341666666666,0.8964442268274311,76.29355425872208,dag_1059_n60_ccr0.8_p8_shape4
GA,492.11,282719.39131495,0.0811313888888889,0.8963144311008238,74.39943370560215,dag_1059_n60_ccr0.8_p8_shape4
HEFT,160.15,82877.43609116453,0.0092255555555555,0.9765063752625774,54.4428909008592,dag_105_n10_ccr2_p8_shape0.5
GA,161.15,74652.80961836799,0.0076125,0.9764282578772936,31.708014731519945,dag_105_n10_ccr2_p8_shape0.5
HEFT,402.8999999999999,399173.3409779101,0.0582408333333333,0.8728244775507755,85.48974125589571,dag_1060_n60_ccr0.8_p16_shape0.5
GA,418.68,400798.047387026,0.0852883333333333,0.8706235499300559,71.04132726800646,dag_1060_n60_ccr0.8_p16_shape0.5
HEFT,489.5000000000001,475424.6858018387,0.0623425,0.8607596204529486,118.3085503742932,dag_1061_n60_ccr0.8_p16_shape0.8
GA,535.82,473164.5687730955,0.1215291666666666,0.8544039394562729,50.41009989740813,dag_1061_n60_ccr0.8_p16_shape0.8
HEFT,471.7700000000001,464317.23965067737,0.0652227777777777,0.8618493427377003,115.67649229460294,dag_1062_n60_ccr0.8_p16_shape1
GA,501.4500000000001,450894.6405224848,0.1094319444444444,0.8577662950404589,51.727581065778296,dag_1062_n60_ccr0.8_p16_shape1
HEFT,416.98,404404.2387644491,0.0597080555555555,0.8728915130447815,84.89322811626378,dag_1063_n60_ccr0.8_p16_shape2
GA,394.33,371207.6315268937,0.0819177777777777,0.8760606108248212,46.62655416533945,dag_1063_n60_ccr0.8_p16_shape2
HEFT,394.29,402858.0652818991,0.0657116666666666,0.8708499414826641,90.85407082239075,dag_1064_n60_ccr0.8_p16_shape4
GA,413.29,398371.4841394663,0.0903222222222222,0.8682065776093866,62.7509436715231,dag_1064_n60_ccr0.8_p16_shape4
HEFT,430.48,762342.4894071732,0.0574816666666666,0.8144726747490312,85.7297956165277,dag_1065_n60_ccr0.8_p32_shape0.5
GA,455.69,764396.4889288772,0.0933744444444444,0.8079285924880496,48.17254416459984,dag_1065_n60_ccr0.8_p32_shape0.5
HEFT,353.73,657124.3011619031,0.0574411111111111,0.8293073870433653,83.39150739943969,dag_1066_n60_ccr0.8_p32_shape0.8
GA,399.73,683713.9375328347,0.0841013888888889,0.817189389575684,47.381710333131096,dag_1066_n60_ccr0.8_p32_shape0.8
HEFT,539.7899999999998,947653.7536078844,0.0645422222222222,0.7805915884836472,105.27869486816958,dag_1067_n60_ccr0.8_p32_shape1
GA,551.7899999999998,918930.1019590788,0.1103333333333333,0.7775998645700137,53.65137294563497,dag_1067_n60_ccr0.8_p32_shape1
HEFT,619.7599999999999,1082673.18678198,0.0687030555555555,0.7590661129833899,120.14784679685006,dag_1068_n60_ccr0.8_p32_shape2
GA,672.76,1104543.4920625484,0.0989397222222222,0.7463009066392214,48.325226360800215,dag_1068_n60_ccr0.8_p32_shape2
HEFT,499.19,880848.6331857609,0.0715538888888889,0.7892078169334504,97.43529323268191,dag_1069_n60_ccr0.8_p32_shape4
GA,519.19,870305.5179799305,0.1031511111111111,0.7841730154552504,53.83728597252184,dag_1069_n60_ccr0.8_p32_shape4
HEFT,297.30999999999995,148942.9646160573,0.0090713888888888,0.9638230107837044,104.14165359019414,dag_106_n10_ccr2_p8_shape0.8
GA,299.30999999999995,147302.60201797466,0.0094922222222222,0.9636688114382556,99.43735866471054,dag_106_n10_ccr2_p8_shape0.8
HEFT,546.66,1833070.932718692,0.0765911111111111,0.6574816658222444,80.74442768564123,dag_1070_n60_ccr0.8_p64_shape0.5
GA,575.0699999999999,1861957.745213626,0.0963138888888889,0.645635097078208,35.15191767980035,dag_1070_n60_ccr0.8_p64_shape0.5
HEFT,394.8999999999999,1345051.421043302,0.0628416666666666,0.7244382152615289,65.94833149187701,dag_1071_n60_ccr0.8_p64_shape0.8
GA,402.63,1316305.877927626,0.0775144444444444,0.7208631251574964,32.10987255426886,dag_1071_n60_ccr0.8_p64_shape0.8
HEFT,471.3200000000001,1594408.5664304509,0.0694897222222222,0.685608029587558,74.54505600625167,dag_1072_n60_ccr0.8_p64_shape1
GA,511.3200000000001,1663545.2310686065,0.0897461111111111,0.6682792191771318,36.42401066265186,dag_1072_n60_ccr0.8_p64_shape1
HEFT,556.81,1865207.1930820209,0.0577875,0.6525679547482355,81.25521927802936,dag_1073_n60_ccr0.8_p64_shape2
GA,599.81,1943104.4272686343,0.0949941666666666,0.6348541446103827,38.56909795501435,dag_1073_n60_ccr0.8_p64_shape2
HEFT,407.87,1391490.0864981487,0.0621686111111111,0.7167535652800905,69.16861823910568,dag_1074_n60_ccr0.8_p64_shape4
GA,415.43,1359858.3348819294,0.0719877777777777,0.7132940009569135,34.738681380095265,dag_1074_n60_ccr0.8_p64_shape4
HEFT,736.0500000000001,254955.55636166024,0.0691472222222222,0.9046358427155456,58.48335945662953,dag_1075_n60_ccr1_p4_shape0.5
GA,612.9399999999999,252288.29908310765,0.0581583333333333,0.9091016180670064,63.73056723425577,dag_1075_n60_ccr1_p4_shape0.5
HEFT,720.01,253461.30320412217,0.0696561111111111,0.9051867526965734,39.12373576232205,dag_1076_n60_ccr1_p4_shape0.8
GA,567.25,253125.00361392685,0.0538938888888889,0.910734738775238,54.10030529796796,dag_1076_n60_ccr1_p4_shape0.8
HEFT,649.45,252789.07458618836,0.0556677777777777,0.9073672541148874,42.42797534253394,dag_1077_n60_ccr1_p4_shape1
GA,615.75,257228.52964677225,0.0560308333333333,0.9085912099343186,104.59589806329242,dag_1077_n60_ccr1_p4_shape1
HEFT,679.9,271825.74656567146,0.0653288888888888,0.9014037576970784,47.13579770195906,dag_1078_n60_ccr1_p4_shape2
GA,642.4,272239.2236145704,0.0653919444444444,0.9027568779200812,46.75956898503945,dag_1078_n60_ccr1_p4_shape2
HEFT,682.3099999999998,260743.2837419941,0.0664611111111111,0.9041579594041448,40.11696181168262,dag_1079_n60_ccr1_p4_shape4
GA,567.2799999999999,262296.9038746298,0.0564502777777777,0.9083277566860052,19.90949752421351,dag_1079_n60_ccr1_p4_shape4
HEFT,173.65,94952.29311834148,0.0099858333333333,0.9722569087808178,63.71616323306714,dag_107_n10_ccr2_p8_shape1
GA,173.65,90921.90912755542,0.0098911111111111,0.9722569087808178,55.31660096984577,dag_107_n10_ccr2_p8_shape1
HEFT,440.32,264509.7563363008,0.0605391666666666,0.9014859694685804,56.99487118216362,dag_1080_n60_ccr1_p8_shape0.5
GA,453.8,264373.8372190392,0.0802294444444444,0.9005143310007309,36.96923660771402,dag_1080_n60_ccr1_p8_shape0.5
HEFT,487.88,302019.4554193654,0.0689313888888889,0.8919999521906992,106.16279371626791,dag_1081_n60_ccr1_p8_shape0.8
GA,565.04,315084.7233647175,0.1018330555555555,0.886510774114742,93.183953544665,dag_1081_n60_ccr1_p8_shape0.8
HEFT,465.74,291345.5603770344,0.0646819444444444,0.8957284331051152,103.19101731913074,dag_1082_n60_ccr1_p8_shape1
GA,513.76,293653.26878308936,0.0802813888888888,0.8922940038319896,73.8304652444659,dag_1082_n60_ccr1_p8_shape1
HEFT,396.82,254715.06862053327,0.0565658333333333,0.9057945179881984,63.38689036104276,dag_1083_n60_ccr1_p8_shape2
GA,432.67,255908.6230845679,0.07274,0.9032004210237838,28.425148039569255,dag_1083_n60_ccr1_p8_shape2
HEFT,445.5400000000001,268009.60355972534,0.0625988888888889,0.8994854512372576,44.85574049502632,dag_1084_n60_ccr1_p8_shape4
GA,395.39,256685.6157464782,0.0699661111111111,0.9031014356821354,22.6592415315631,dag_1084_n60_ccr1_p8_shape4
HEFT,427.46,420774.564965143,0.0617166666666666,0.8732393423065667,103.51117575733872,dag_1085_n60_ccr1_p16_shape0.5
GA,427.53,396917.733679508,0.0989113888888889,0.8732295620807023,62.47084098468127,dag_1085_n60_ccr1_p16_shape0.5
HEFT,482.07,465763.6735328894,0.0628405555555555,0.8608822013504539,109.51688289178676,dag_1086_n60_ccr1_p16_shape0.8
GA,527.53,468677.7913673156,0.1085066666666666,0.8546432060550814,51.54085652825985,dag_1086_n60_ccr1_p16_shape0.8
HEFT,493.35,476579.5861356036,0.0626886111111111,0.8584668613759969,113.14946167937931,dag_1087_n60_ccr1_p16_shape1
GA,491.93,443120.6873742199,0.1184555555555555,0.8586619272055408,46.09627618727279,dag_1087_n60_ccr1_p16_shape1
HEFT,398.18,401255.2275352856,0.0655191666666666,0.872785375890065,91.2241170232229,dag_1088_n60_ccr1_p16_shape2
GA,415.18,391548.9616070138,0.0956130555555555,0.870414625350025,52.99405419478679,dag_1088_n60_ccr1_p16_shape2
HEFT,533.02,510373.6444598702,0.06388,0.8537428866675647,126.55620427139608,dag_1089_n60_ccr1_p16_shape4
GA,564.0200000000001,495332.9115811497,0.1131447222222222,0.8495188063288579,52.63982066442983,dag_1089_n60_ccr1_p16_shape4
HEFT,167.71,88343.80358952955,0.0081405555555555,0.9763224187907216,62.06742923167168,dag_108_n10_ccr2_p8_shape2
GA,167.71,85722.16385427225,0.0095033333333333,0.9763224187907216,56.78255315549964,dag_108_n10_ccr2_p8_shape2
HEFT,363.6099999999999,655708.1159759081,0.062075,0.8308174361660989,75.31937094410256,dag_1090_n60_ccr1_p32_shape0.5
GA,385.94999999999993,654722.5923824328,0.0883763888888888,0.8248992675843607,40.410025593255696,dag_1090_n60_ccr1_p32_shape0.5
HEFT,508.6900000000001,896043.9741886023,0.0620069444444444,0.7932954136874842,102.46081877760209,dag_1091_n60_ccr1_p32_shape0.8
GA,545.69,904329.432370027,0.1207419444444444,0.7839581814826141,50.16136159914161,dag_1091_n60_ccr1_p32_shape0.8
HEFT,472.0100000000001,836928.8882862651,0.0573186111111111,0.80420714496189,98.11050089920828,dag_1092_n60_ccr1_p32_shape1
GA,495.0100000000001,824972.1004020122,0.0844058333333333,0.7983099088248411,49.4612166695835,dag_1092_n60_ccr1_p32_shape1
HEFT,435.86,790037.8429082732,0.0645308333333333,0.808181675353925,98.10835611412172,dag_1093_n60_ccr1_p32_shape2
GA,459.86,774900.8912930022,0.1012663888888889,0.8019986134359279,48.99853596294584,dag_1093_n60_ccr1_p32_shape2
HEFT,493.02,871176.7769664517,0.0635388888888888,0.7951618501135009,99.3991893586728,dag_1094_n60_ccr1_p32_shape4
GA,510.02,850737.3681424258,0.1135838888888888,0.7908479141933223,49.94004902654976,dag_1094_n60_ccr1_p32_shape4
